<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.31	1.33930	1.34603	1.33845	1.34467	39125	0	1
2022.02.01	1.34467	1.35279	1.34342	1.35221	36595	0	1
2022.02.02	1.35216	1.35870	1.35165	1.35736	32768	0	1
2022.02.03	1.35746	1.36277	1.35379	1.35952	53090	0	1
2022.02.04	1.35957	1.36146	1.35047	1.35325	49015	0	1
2022.02.06	1.35359	1.35455	1.35230	1.35292	95	0	34
2022.02.07	1.35292	1.35506	1.34903	1.35284	39508	0	1
2022.02.08	1.35284	1.35638	1.35075	1.35431	34092	0	1
2022.02.09	1.35431	1.35892	1.35269	1.35328	27612	0	1
2022.02.10	1.35328	1.36436	1.35231	1.35571	54249	0	1
2022.02.11	1.35569	1.36091	1.35139	1.35526	63532	0	1
2022.02.13	1.35526	1.35657	1.35414	1.35506	185	0	19
2022.02.14	1.35520	1.35719	1.34950	1.35293	57350	0	1
2022.02.15	1.35306	1.35669	1.34864	1.35391	46342	0	1
2022.02.16	1.35388	1.36008	1.35342	1.35799	41624	0	1
2022.02.17	1.35796	1.36379	1.35554	1.36139	52424	0	1
2022.02.18	1.36129	1.36428	1.35731	1.35966	45812	0	1
2022.02.20	1.35856	1.35961	1.35783	1.35891	112	0	5
2022.02.21	1.35879	1.36382	1.35854	1.35968	40859	0	1
2022.02.22	1.35979	1.36048	1.35383	1.35855	54056	0	1
2022.02.23	1.35853	1.36204	1.35358	1.35390	42396	0	1
2022.02.24	1.35408	1.35493	1.32728	1.33747	99743	0	1
2022.02.25	1.33745	1.34388	1.33667	1.34114	63860	0	1
2022.02.27	1.33246	1.33452	1.33242	1.33368	390	0	4
2022.02.28	1.33368	1.34317	1.33330	1.34171	72205	0	1
2022.03.01	1.34148	1.34373	1.33024	1.33203	57268	0	1
2022.03.02	1.33205	1.34069	1.32715	1.34023	68944	0	1
2022.03.03	1.34023	1.34179	1.33174	1.33440	54437	0	1
2022.03.04	1.33402	1.33523	1.32027	1.32357	61606	0	1
2022.03.06	1.32228	1.32365	1.32197	1.32315	214	0	57
2022.03.07	1.32308	1.32311	1.31018	1.31061	78986	0	1
2022.03.08	1.31061	1.31446	1.30820	1.30941	77753	0	1
2022.03.09	1.30925	1.31898	1.30881	1.31792	59217	0	1
2022.03.10	1.31784	1.31943	1.30794	1.30840	84559	0	50
2022.03.11	1.30850	1.31248	1.30274	1.30340	80485	0	50
2022.03.13	1.30375	1.30487	1.30265	1.30387	1300	0	50
2022.03.14	1.30388	1.30789	1.29994	1.30069	69864	0	50
2022.03.15	1.30069	1.30886	1.30002	1.30427	76245	0	50
2022.03.16	1.30425	1.31565	1.30358	1.31302	91278	0	50
2022.03.17	1.31303	1.32105	1.30876	1.31506	73552	0	50
2022.03.18	1.31506	1.31968	1.31107	1.31763	63995	0	50
2022.03.20	1.31687	1.31778	1.31679	1.31693	1710	0	50
2022.03.21	1.31692	1.32098	1.31267	1.31673	101290	0	50
2022.03.22	1.31673	1.32737	1.31198	1.32702	115748	0	50
2022.03.23	1.32702	1.32983	1.31746	1.31983	104103	0	50
2022.03.24	1.31985	1.32139	1.31568	1.31908	123939	0	50
2022.03.25	1.31910	1.32247	1.31590	1.31830	85996	0	1
2022.03.27	1.31785	1.31850	1.31704	1.31721	814	0	1
2022.03.28	1.31722	1.31762	1.30668	1.30986	93531	0	1
2022.03.29	1.30987	1.31595	1.30505	1.30971	101263	0	1
2022.03.30	1.30923	1.31823	1.30886	1.31383	89101	0	1
2022.03.31	1.31384	1.31753	1.31056	1.31463	87887	0	1
2022.04.01	1.31464	1.31485	1.30862	1.31113	73209	0	1
2022.04.03	1.30914	1.31105	1.30914	1.31033	915	0	2
2022.04.04	1.31036	1.31363	1.30929	1.31130	66954	0	1
2022.04.05	1.31131	1.31666	1.30666	1.30787	69425	0	1
2022.04.06	1.30786	1.31080	1.30451	1.30670	81022	0	1
2022.04.07	1.30671	1.31062	1.30516	1.30710	76863	0	1
2022.04.08	1.30708	1.30770	1.29819	1.30335	67424	0	1
2022.04.10	1.30293	1.30397	1.30247	1.30388	1111	0	1
2022.04.11	1.30389	1.30567	1.29888	1.30270	67434	0	1
2022.04.12	1.30271	1.30537	1.29938	1.30017	80873	0	1
2022.04.13	1.30014	1.31186	1.29730	1.31172	71536	0	1
2022.04.14	1.31175	1.31471	1.30332	1.30711	74694	0	1
2022.04.15	1.30714	1.30743	1.30457	1.30584	77930	0	1
2022.04.17	1.30496	1.30644	1.30419	1.30634	894	0	5
2022.04.18	1.30634	1.30636	1.30046	1.30096	45283	0	1
2022.04.19	1.30096	1.30407	1.29804	1.30088	66217	0	1
2022.04.20	1.30091	1.30736	1.29963	1.30725	80817	0	1
2022.04.21	1.30726	1.30899	1.30221	1.30325	78694	0	1
2022.04.22	1.30324	1.30351	1.28226	1.28387	78323	0	1
2022.04.24	1.28289	1.28397	1.28256	1.28292	1333	0	2
2022.04.25	1.28292	1.28326	1.26972	1.27403	94840	0	1
2022.04.26	1.27403	1.27724	1.25598	1.25771	78718	0	1
2022.04.27	1.25771	1.26017	1.25025	1.25359	76506	0	1
2022.04.28	1.25359	1.25698	1.24115	1.24597	80800	0	1
2022.04.29	1.24597	1.26145	1.24577	1.25769	68524	0	1
2022.05.01	1.25810	1.25885	1.25736	1.25794	1515	0	1
2022.05.02	1.25794	1.25971	1.24727	1.24964	57070	0	1
2022.05.03	1.24964	1.25671	1.24704	1.24987	68328	0	1
2022.05.04	1.24987	1.26378	1.24514	1.26068	71905	0	1
2022.05.05	1.26068	1.26329	1.23249	1.23732	82862	0	1
2022.05.06	1.23732	1.23801	1.22760	1.23359	94892	0	1
2022.05.08	1.23401	1.23477	1.23293	1.23376	1433	0	1
2022.05.09	1.23374	1.24059	1.22609	1.23296	95893	0	1
2022.05.10	1.23294	1.23757	1.22914	1.23136	103430	0	1
2022.05.11	1.23136	1.23999	1.22375	1.22473	113731	0	1
2022.05.12	1.22472	1.22496	1.21651	1.21979	124242	0	1
2022.05.13	1.21979	1.22605	1.21557	1.22592	82238	0	1
2022.05.15	1.22351	1.22662	1.22351	1.22531	2147	0	1
2022.05.16	1.22531	1.23293	1.22169	1.23231	89380	0	1
2022.05.17	1.23229	1.24989	1.23203	1.24909	101320	0	1
2022.05.18	1.24913	1.25007	1.23296	1.23540	88682	0	1
2022.05.19	1.23543	1.25245	1.23376	1.24671	120618	0	1
2022.05.20	1.24671	1.24994	1.24373	1.24918	100036	0	1
2022.05.22	1.24751	1.25096	1.24715	1.25075	1702	0	1
2022.05.23	1.25077	1.26010	1.24991	1.25776	85181	0	1
2022.05.24	1.25776	1.25983	1.24715	1.25429	95479	0	1
2022.05.25	1.25433	1.25906	1.24811	1.25891	102732	0	1
2022.05.26	1.25899	1.26204	1.25518	1.26047	90581	0	1
2022.05.27	1.26048	1.26670	1.25860	1.26293	75013	0	1
2022.05.29	1.26165	1.26352	1.26125	1.26293	860	0	1
2022.05.30	1.26293	1.26596	1.26164	1.26482	71146	0	1
2022.05.31	1.26482	1.26491	1.25602	1.26100	80103	0	1
2022.06.01	1.26100	1.26164	1.24587	1.24845	110571	0	1
2022.06.02	1.24845	1.25865	1.24692	1.25754	83429	0	1
2022.06.03	1.25754	1.25898	1.24852	1.24856	83719	0	1
2022.06.05	1.24889	1.24988	1.24863	1.24980	926	0	1
2022.06.06	1.24982	1.25774	1.24765	1.25290	79478	0	1
2022.06.07	1.25290	1.25996	1.24301	1.25922	122192	0	1
2022.06.08	1.25922	1.25976	1.25131	1.25388	103748	0	1
2022.06.09	1.25389	1.25585	1.24872	1.24885	131462	0	1
2022.06.10	1.24888	1.25177	1.23011	1.23106	128126	0	1
2022.06.12	1.23149	1.23200	1.22901	1.22942	2700	0	1
2022.06.13	1.22942	1.23006	1.21072	1.21347	188053	0	1
2022.06.14	1.21347	1.22078	1.19336	1.20051	204468	0	1
2022.06.15	1.20051	1.22046	1.19891	1.21627	242492	0	1
2022.06.16	1.21626	1.24063	1.20410	1.23415	228757	0	1
2022.06.17	1.23415	1.23606	1.21726	1.22174	172999	0	1
2022.06.19	1.22139	1.22272	1.22074	1.22244	1279	0	1
2022.06.20	1.22244	1.22802	1.21990	1.22546	114891	0	1
2022.06.21	1.22546	1.23241	1.22448	1.22765	122156	0	1
2022.06.22	1.22766	1.23146	1.21609	1.22618	143417	0	1
2022.06.23	1.22618	1.22945	1.21699	1.22662	162449	0	1
2022.06.24	1.22662	1.23206	1.22406	1.22716	126178	0	1
2022.06.26	1.22592	1.22886	1.22576	1.22883	1923	0	2
2022.06.27	1.22883	1.23324	1.22378	1.22659	105911	0	1
2022.06.28	1.22659	1.22913	1.21752	1.21867	141244	0	1
2022.06.29	1.21867	1.22129	1.21057	1.21237	145964	0	1
2022.06.30	1.21237	1.21886	1.20919	1.21668	148952	0	1
2022.07.01	1.21671	1.21672	1.19757	1.20935	149702	0	1
2022.07.03	1.20997	1.21229	1.20967	1.21099	1829	0	1
2022.07.04	1.21098	1.21652	1.20846	1.21085	94289	0	1
2022.07.05	1.21085	1.21254	1.18981	1.19572	155041	0	1
2022.07.06	1.19573	1.19894	1.18753	1.19253	184129	0	1
2022.07.07	1.19253	1.20336	1.19086	1.20272	153386	0	1
2022.07.08	1.20272	1.20558	1.19192	1.20339	153605	0	1
2022.07.10	1.20059	1.20369	1.20059	1.20255	2114	0	1
2022.07.11	1.20255	1.20277	1.18665	1.18911	150334	0	1
2022.07.12	1.18911	1.19158	1.18073	1.18796	147428	0	1
2022.07.13	1.18796	1.19675	1.18270	1.18817	166872	0	1
2022.07.14	1.18817	1.18841	1.17596	1.18261	187153	0	1
2022.07.15	1.18261	1.18744	1.18043	1.18634	137629	0	1
2022.07.17	1.18657	1.18733	1.18624	1.18730	2015	0	2
2022.07.18	1.18730	1.20332	1.18676	1.19487	109076	0	1
2022.07.19	1.19487	1.20454	1.19249	1.20058	113679	0	1
2022.07.20	1.20058	1.20369	1.19531	1.19780	115891	0	1
2022.07.21	1.19780	1.20038	1.18898	1.19922	135262	0	1
2022.07.22	1.19922	1.20641	1.19164	1.20051	144529	0	1
2022.07.24	1.20004	1.20106	1.19947	1.19996	2518	0	1
2022.07.25	1.19996	1.20868	1.19599	1.20495	129959	0	1
2022.07.26	1.20495	1.20903	1.19637	1.20386	124744	0	1
2022.07.27	1.20382	1.21859	1.20204	1.21556	136886	0	1
2022.07.28	1.21556	1.21913	1.21030	1.21762	150771	0	1
2022.07.29	1.21762	1.22457	1.20629	1.21827	147803	0	1
2022.07.31	1.21720	1.21807	1.21569	1.21709	3081	0	1
2022.08.01	1.21709	1.22934	1.21626	1.22580	135596	0	1
2022.08.02	1.22580	1.22791	1.21570	1.21600	177898	0	1
2022.08.03	1.21600	1.22079	1.21000	1.21401	147203	0	1
2022.08.04	1.21401	1.22160	1.20656	1.21581	137186	0	1
2022.08.05	1.21581	1.21692	1.20031	1.20733	132306	0	1
2022.08.07	1.20682	1.20730	1.20567	1.20594	1311	0	1
2022.08.08	1.20594	1.21377	1.20471	1.20783	108604	0	1
2022.08.09	1.20783	1.21302	1.20628	1.20731	100734	0	1
2022.08.10	1.20731	1.22768	1.20651	1.22190	129203	0	1
2022.08.11	1.22190	1.22493	1.21821	1.21995	134373	0	1
2022.08.12	1.21994	1.22164	1.20994	1.21359	121430	0	1
2022.08.14	1.21374	1.21418	1.21278	1.21320	1698	0	2
2022.08.15	1.21320	1.21481	1.20499	1.20532	112181	0	1
2022.08.16	1.20532	1.21176	1.20074	1.20958	112765	0	1
2022.08.17	1.20958	1.21426	1.20278	1.20477	129960	0	1
2022.08.18	1.20477	1.20793	1.19226	1.19290	128581	0	1
2022.08.19	1.19292	1.19356	1.17920	1.18247	108126	0	1
2022.08.21	1.18229	1.18297	1.18141	1.18217	1414	0	1
2022.08.22	1.18217	1.18367	1.17420	1.17688	106748	0	1
2022.08.23	1.17688	1.18777	1.17173	1.18371	122392	0	1
2022.08.24	1.18371	1.18378	1.17557	1.17929	114437	0	1
2022.08.25	1.17928	1.18646	1.17834	1.18342	111253	0	1
2022.08.26	1.18342	1.19011	1.17335	1.17379	118777	0	1
2022.08.28	1.17325	1.17340	1.17106	1.17114	2362	0	1
2022.08.29	1.17113	1.17440	1.16484	1.17083	112160	0	1
2022.08.30	1.17082	1.17605	1.16209	1.16543	136165	0	1
2022.08.31	1.16542	1.16937	1.15990	1.16133	135328	0	1
2022.09.01	1.16133	1.16164	1.14985	1.15413	133303	0	1
2022.09.02	1.15413	1.15885	1.14957	1.15118	125996	0	1
2022.09.04	1.14827	1.14997	1.14654	1.14802	4224	0	1
2022.09.05	1.14802	1.15661	1.14433	1.15470	99791	0	1
2022.09.06	1.15470	1.16095	1.14936	1.15113	146353	0	1
2022.09.07	1.15113	1.15409	1.14049	1.15403	136913	0	1
2022.09.08	1.15403	1.15604	1.14602	1.15119	158742	0	1
2022.09.09	1.15119	1.16479	1.15100	1.15861	127396	0	1
2022.09.11	1.16338	1.16379	1.16067	1.16101	3598	0	1
2022.09.12	1.16094	1.17104	1.16005	1.16826	116540	0	1
2022.09.13	1.16826	1.17379	1.14814	1.14908	128895	0	1
2022.09.14	1.14909	1.15896	1.14798	1.15459	130510	0	1
2022.09.15	1.15459	1.15476	1.14598	1.14615	114309	0	1
2022.09.16	1.14615	1.14802	1.13503	1.14221	128493	0	1
2022.09.18	1.14112	1.14301	1.14112	1.14283	2562	0	4
2022.09.19	1.14283	1.14418	1.13551	1.14383	89176	0	1
2022.09.20	1.14384	1.14606	1.13572	1.13744	130064	0	1
2022.09.21	1.13744	1.13843	1.12359	1.12654	166733	0	1
2022.09.22	1.12655	1.13644	1.12115	1.12534	205060	0	1
2022.09.23	1.12528	1.12738	1.08393	1.08449	194242	0	1
2022.09.25	1.07959	1.08449	1.07911	1.08449	7236	0	1
2022.09.26	1.08449	1.09297	1.03501	1.06970	299738	0	1
2022.09.27	1.06970	1.08380	1.06588	1.07094	218802	0	1
2022.09.28	1.07082	1.09158	1.05391	1.08557	282175	0	1
2022.09.29	1.08557	1.12017	1.07616	1.11462	254672	0	1
2022.09.30	1.11462	1.12341	1.10251	1.11533	252068	0	1
2022.10.02	1.11625	1.11939	1.11513	1.11556	3074	0	1
2022.10.03	1.11556	1.13342	1.10855	1.13269	181093	0	1
2022.10.04	1.13269	1.14897	1.12801	1.14640	198962	0	1
2022.10.05	1.14640	1.14955	1.12268	1.13270	210333	0	1
2022.10.06	1.13270	1.13833	1.11126	1.11625	231158	0	1
2022.10.07	1.11625	1.12252	1.10553	1.10852	196840	0	1
2022.10.09	1.10844	1.10922	1.10610	1.10697	5924	0	1
2022.10.10	1.10697	1.11109	1.10194	1.10643	171718	0	1
2022.10.11	1.10643	1.11800	1.09525	1.09827	220131	0	1
2022.10.12	1.09827	1.11334	1.09230	1.10970	211523	0	1
2022.10.13	1.10970	1.13807	1.10569	1.13280	222236	0	1
2022.10.14	1.13280	1.13661	1.11515	1.11773	223818	0	1
2022.10.16	1.12196	1.12449	1.12095	1.12357	6075	0	1
2022.10.17	1.12358	1.14396	1.12155	1.13563	184493	0	1
2022.10.18	1.13563	1.14106	1.12557	1.13343	201081	0	1
2022.10.19	1.13343	1.13577	1.11850	1.12085	183326	0	1
2022.10.20	1.12085	1.13366	1.11711	1.12308	232003	0	1
2022.10.21	1.12307	1.13150	1.10605	1.12933	240930	0	1
2022.10.23	1.13779	1.14086	1.13290	1.13338	10078	0	1
2022.10.24	1.13338	1.13901	1.12578	1.13093	237347	0	1
2022.10.25	1.13093	1.14994	1.12709	1.14580	197952	0	1
2022.10.26	1.14580	1.16391	1.14305	1.16163	234811	0	1
2022.10.27	1.16162	1.16458	1.15490	1.15729	243920	0	1
2022.10.28	1.15730	1.16236	1.15037	1.16144	211705	0	1
2022.10.30	1.15847	1.16059	1.15808	1.16000	4735	0	1
2022.10.31	1.16000	1.16136	1.14603	1.14697	167128	0	1
2022.11.01	1.14697	1.15662	1.14370	1.14805	179869	0	1
2022.11.02	1.14803	1.15645	1.13847	1.13874	188001	0	1
2022.11.03	1.13867	1.14219	1.11493	1.11641	190251	0	1
2022.11.04	1.11640	1.13822	1.11448	1.13729	206827	0	1
2022.11.06	1.13115	1.13234	1.13021	1.13159	871	0	1
2022.11.07	1.13163	1.15416	1.12906	1.15090	189785	0	1
2022.11.08	1.15090	1.15992	1.14300	1.15463	175764	0	1
2022.11.09	1.15459	1.15672	1.13338	1.13570	208879	0	1
2022.11.10	1.13565	1.17313	1.13534	1.16935	208858	0	1
2022.11.11	1.16935	1.18547	1.16473	1.18329	201281	0	1
2022.11.13	1.17996	1.18110	1.17643	1.17747	748	0	2
2022.11.14	1.17747	1.18288	1.17100	1.17516	195593	0	1
2022.11.15	1.17516	1.20288	1.17410	1.18618	232853	0	1
2022.11.16	1.18619	1.19422	1.18315	1.19131	198494	0	1
2022.11.17	1.19149	1.19580	1.17623	1.18639	184053	0	1
2022.11.18	1.18636	1.19509	1.18576	1.18844	151187	0	1
2022.11.20	1.18928	1.18968	1.18825	1.18859	236	0	14
2022.11.21	1.18859	1.18959	1.17785	1.18206	139186	0	1
2022.11.22	1.18205	1.19026	1.18169	1.18846	141607	0	1
2022.11.23	1.18846	1.20810	1.18724	1.20483	153235	0	1
2022.11.24	1.20483	1.21538	1.20483	1.21135	126797	0	1
2022.11.25	1.21116	1.21276	1.20581	1.20841	144126	0	1
2022.11.27	1.20549	1.20692	1.20549	1.20640	1297	0	13
2022.11.28	1.20650	1.21180	1.19402	1.19591	182859	0	1
2022.11.29	1.19591	1.20643	1.19453	1.19523	195502	0	1
2022.11.30	1.19520	1.20870	1.19004	1.20569	220698	0	1
2022.12.01	1.20572	1.23103	1.20557	1.22561	209200	0	1
2022.12.02	1.22561	1.23000	1.21344	1.22901	202014	0	1
2022.12.04	1.22655	1.22854	1.22655	1.22796	174	0	2
2022.12.05	1.22796	1.23446	1.21615	1.21925	179030	0	1
2022.12.06	1.21917	1.22695	1.21275	1.21305	177346	0	1
2022.12.07	1.21305	1.22344	1.21066	1.22050	186142	0	1
2022.12.08	1.22062	1.22474	1.21546	1.22310	144815	0	1
2022.12.09	1.22310	1.23225	1.22031	1.22600	166398	0	1
2022.12.11	1.22576	1.22659	1.22526	1.22563	261	0	12
2022.12.12	1.22553	1.22988	1.22057	1.22627	143097	0	1
2022.12.13	1.22627	1.24433	1.22478	1.23654	187560	0	1
2022.12.14	1.23654	1.24464	1.23421	1.24264	189752	0	1
2022.12.15	1.24264	1.24273	1.21560	1.21821	183615	0	1
2022.12.16	1.21820	1.22229	1.21197	1.21524	167353	0	1
2022.12.18	1.21462	1.21611	1.21454	1.21605	292	0	20
2022.12.19	1.21576	1.22420	1.21204	1.21451	164487	0	1
2022.12.20	1.21451	1.22233	1.20853	1.21825	198986	0	1
2022.12.21	1.21824	1.21928	1.20551	1.20805	141689	0	1
2022.12.22	1.20804	1.21473	1.19923	1.20355	126768	0	1
2022.12.23	1.20355	1.20902	1.20183	1.20486	123661	0	1
2022.12.25	1.20383	1.20695	1.20383	1.20575	84	0	69
2022.12.26	1.20575	1.20749	1.20406	1.20601	18022	0	19
2022.12.27	1.20601	1.21123	1.20022	1.20238	115553	0	1
2022.12.28	1.20238	1.21254	1.20023	1.20145	115305	0	1
2022.12.29	1.20145	1.20786	1.20113	1.20469	124600	0	1
2022.12.30	1.20469	1.21075	1.20096	1.20930	140587	0	1
2023.01.01	1.20767	1.20796	1.20721	1.20767	679	0	154
2023.01.02	1.20759	1.20994	1.20341	1.20457	33271	0	1
2023.01.03	1.20468	1.20851	1.19004	1.19664	195125	0	1
2023.01.04	1.19673	1.20874	1.19656	1.20587	154613	0	1
2023.01.05	1.20589	1.20775	1.18732	1.19115	152948	0	1
2023.01.06	1.19112	1.20993	1.18412	1.20955	175929	0	1
2023.01.08	1.20790	1.20969	1.20790	1.20905	363	0	1
2023.01.09	1.20905	1.22099	1.20898	1.21806	170160	0	1
2023.01.10	1.21806	1.21978	1.21101	1.21481	158677	0	1
2023.01.11	1.21481	1.21783	1.21003	1.21391	144173	0	1
2023.01.12	1.21392	1.22469	1.20805	1.22103	171564	0	1
2023.01.13	1.22096	1.22482	1.21504	1.22335	149545	0	1
2023.01.15	1.22099	1.22286	1.22099	1.22275	90	0	27
2023.01.16	1.22282	1.22892	1.21713	1.22013	122482	0	1
2023.01.17	1.22013	1.23000	1.21692	1.22848	166521	0	1
2023.01.18	1.22848	1.24358	1.22549	1.23458	178719	0	1
2023.01.19	1.23445	1.23975	1.23126	1.23868	146913	0	1
2023.01.20	1.23868	1.24044	1.23355	1.23998	133205	0	1
2023.01.22	1.24004	1.24030	1.23967	1.24019	351	0	1
2023.01.23	1.24019	1.24479	1.23233	1.23766	143120	0	1
2023.01.24	1.23760	1.24139	1.22630	1.23307	128758	0	1
2023.01.25	1.23310	1.24041	1.22831	1.23994	133760	0	1
2023.01.26	1.23994	1.24302	1.23445	1.24055	126674	0	1
2023.01.27	1.24055	1.24186	1.23449	1.23986	116638	0	1
2023.01.29	1.23890	1.23904	1.23796	1.23892	175	0	30
2023.01.30	1.23902	1.24175	1.23371	1.23526	133169	0	1
2023.01.31	1.23526	1.23711	1.22842	1.23157	133861	0	1
2023.02.01	1.23157	1.23945	1.22720	1.23723	145531	0	1
2023.02.02	1.23723	1.24014	1.22211	1.22236	174906	0	1
2023.02.03	1.22239	1.22657	1.20460	1.20511	166515	0	1
2023.02.05	1.20277	1.20441	1.20275	1.20393	398	0	6
2023.02.06	1.20393	1.20772	1.20056	1.20164	146755	0	1
2023.02.07	1.20163	1.20951	1.19610	1.20468	151914	0	1
2023.02.08	1.20468	1.21096	1.20383	1.20681	124298	0	1
2023.02.09	1.20681	1.21939	1.20569	1.21169	118519	0	1
2023.02.10	1.21169	1.21390	1.20471	1.20583	125603	0	1
2023.02.12	1.20576	1.20661	1.20514	1.20539	181	0	38
2023.02.13	1.20540	1.21521	1.20305	1.21323	109942	0	1
2023.02.14	1.21323	1.22691	1.21172	1.21720	137985	0	1
2023.02.15	1.21721	1.21816	1.19895	1.20302	133727	0	1
2023.02.16	1.20302	1.20742	1.19656	1.19876	134819	0	1
2023.02.17	1.19897	1.20493	1.19150	1.20406	130791	0	1
2023.02.19	1.20215	1.20345	1.20191	1.20339	183	0	4
2023.02.20	1.20339	1.20565	1.20146	1.20374	72452	0	1
2023.02.21	1.20374	1.21475	1.19860	1.21065	128183	0	1
2023.02.22	1.21065	1.21357	1.20352	1.20430	131374	0	1
2023.02.23	1.20430	1.20747	1.19922	1.20173	103661	0	1
2023.02.24	1.20169	1.20420	1.19281	1.19392	131276	0	1
2023.02.26	1.19361	1.19559	1.19361	1.19448	446	0	1
2023.02.27	1.19448	1.20659	1.19225	1.20595	120511	0	1
2023.02.28	1.20565	1.21429	1.20084	1.20285	121923	0	1
2023.03.01	1.20298	1.20887	1.19650	1.20245	143178	0	1
2023.03.02	1.20247	1.20364	1.19241	1.19503	132210	0	1
2023.03.03	1.19503	1.20485	1.19476	1.20441	97234	0	1
2023.03.05	1.20400	1.20400	1.20220	1.20220	79	0	13
2023.03.06	1.20248	1.20487	1.19927	1.20234	81007	0	1
2023.03.07	1.20211	1.20651	1.18214	1.18279	117838	0	1
2023.03.08	1.18279	1.18588	1.18027	1.18369	116930	0	1
2023.03.09	1.18369	1.19388	1.18320	1.19220	101520	0	1
2023.03.10	1.19220	1.21134	1.19072	1.20313	154422	0	1
2023.03.12	1.20617	1.20981	1.20608	1.20830	2696	0	1
2023.03.13	1.20845	1.21995	1.20465	1.21786	203790	0	1
2023.03.14	1.21786	1.22036	1.21356	1.21559	164859	0	1
2023.03.15	1.21554	1.21816	1.20102	1.20560	185855	0	1
2023.03.16	1.20556	1.21277	1.20271	1.21065	145045	0	1
2023.03.17	1.21065	1.22004	1.21020	1.21756	97334	0	1
2023.03.19	1.22035	1.22055	1.21771	1.21834	4119	0	1
2023.03.20	1.21834	1.22852	1.21668	1.22772	99684	0	1
2023.03.21	1.22772	1.22824	1.21787	1.22233	83048	0	1
2023.03.22	1.22233	1.23350	1.22083	1.22654	109505	0	1
2023.03.23	1.22654	1.23434	1.22615	1.22806	131728	0	1
2023.03.24	1.22806	1.22885	1.21901	1.22299	116638	0	1
2023.03.26	1.22251	1.22453	1.22249	1.22441	2363	0	1
2023.03.27	1.22441	1.22933	1.22188	1.22857	87253	0	1
2023.03.28	1.22858	1.23491	1.22809	1.23348	74200	0	1
2023.03.29	1.23348	1.23615	1.23026	1.23147	99550	0	1
2023.03.30	1.23146	1.23929	1.22937	1.23866	77969	0	1
2023.03.31	1.23866	1.24231	1.23242	1.23303	69149	0	1
2023.04.02	1.23242	1.23313	1.23057	1.23097	2214	0	1
2023.04.03	1.23097	1.24234	1.22743	1.24157	92076	0	1
2023.04.04	1.24157	1.25251	1.23952	1.25015	87262	0	1
2023.04.05	1.25014	1.25141	1.24328	1.24651	92939	0	1
2023.04.06	1.24651	1.24867	1.24126	1.24356	72028	0	1
2023.04.07	1.24356	1.24557	1.23889	1.24119	36903	0	1
2023.04.09	1.24121	1.24282	1.24121	1.24263	1056	0	1
2023.04.10	1.24268	1.24424	1.23442	1.23865	64848	0	1
2023.04.11	1.23866	1.24561	1.23851	1.24309	84778	0	1
2023.04.12	1.24309	1.24950	1.23984	1.24886	73194	0	1
2023.04.13	1.24886	1.25372	1.24787	1.25217	86497	0	1
2023.04.14	1.25217	1.25463	1.23990	1.24152	98646	0	1
2023.04.16	1.24018	1.24163	1.24018	1.24073	996	0	1
2023.04.17	1.24073	1.24380	1.23533	1.23728	85673	0	1
2023.04.18	1.23728	1.24500	1.23674	1.24275	80257	0	1
2023.04.19	1.24274	1.24740	1.23922	1.24300	76454	0	1
2023.04.20	1.24300	1.24674	1.24046	1.24406	82930	0	1
2023.04.21	1.24410	1.24480	1.23668	1.24442	78677	0	1
2023.04.23	1.24388	1.24462	1.24386	1.24450	914	0	1
2023.04.24	1.24451	1.24939	1.24105	1.24916	62743	0	1
2023.04.25	1.24910	1.25071	1.23867	1.24150	71939	0	1
2023.04.26	1.24150	1.25153	1.24027	1.24682	80654	0	1
2023.04.27	1.24682	1.24995	1.24361	1.24946	83009	0	1
2023.04.28	1.24946	1.25838	1.24463	1.25675	90531	0	1
2023.04.30	1.25545	1.25688	1.25545	1.25561	1242	0	1
2023.05.01	1.25561	1.25690	1.24804	1.24917	65447	0	1
2023.05.02	1.24917	1.25122	1.24355	1.24717	91136	0	1
2023.05.03	1.24717	1.25896	1.24678	1.25650	88800	0	1
2023.05.04	1.25650	1.25984	1.25480	1.25817	93237	0	1
2023.05.05	1.25817	1.26523	1.25583	1.26313	65032	0	1
2023.05.07	1.26290	1.26357	1.26248	1.26280	1309	0	1
2023.05.08	1.26283	1.26686	1.26126	1.26161	45895	0	1
2023.05.09	1.26162	1.26396	1.25780	1.26232	72535	0	1
2023.05.10	1.26232	1.26797	1.26026	1.26270	62929	0	1
2023.05.11	1.26270	1.26406	1.24969	1.25120	80995	0	1
2023.05.12	1.25120	1.25406	1.24447	1.24482	68252	0	1
2023.05.14	1.24460	1.24522	1.24443	1.24484	1119	0	1
2023.05.15	1.24484	1.25344	1.24451	1.25288	52436	0	1
2023.05.16	1.25288	1.25463	1.24653	1.24837	66594	0	1
2023.05.17	1.24836	1.25103	1.24213	1.24877	67037	0	1
2023.05.18	1.24877	1.24928	1.23914	1.24132	68388	0	1
2023.05.19	1.24132	1.24836	1.23921	1.24465	66388	0	1
2023.05.21	1.24381	1.24587	1.24381	1.24518	1132	0	1
2023.05.22	1.24518	1.24722	1.24137	1.24364	73601	0	1
2023.05.23	1.24364	1.24465	1.23727	1.24179	82844	0	1
